date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:59:06	568648/568648	---M--	200	added ('OK')	font/woff	etag:%228ad48-6074691ea1f0c%22	https://themesdesign.in/jobcy-tailwind/layout/assets/fonts/materialdesignicons-webfont.woff?v=7.1.96	themesdesign.in/jobcy-tailwind/layout/assets/fonts/materialdesignicons-webfont3ba9.woff	(from https://themesdesign.in/jobcy-tailwind/layout/assets/css/icons.css)
17:59:06	1262012/1262012	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221341bc-6074691e9a20c%22	https://themesdesign.in/jobcy-tailwind/layout/assets/fonts/materialdesignicons-webfont.eot?	themesdesign.in/jobcy-tailwind/layout/assets/fonts/materialdesignicons-webfontd41d.eot	(from https://themesdesign.in/jobcy-tailwind/layout/assets/css/icons.css)
17:59:07	40522/40522	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229e4a-6074691e953ec%22	https://themesdesign.in/jobcy-tailwind/layout/assets/fonts/dripicons-v2.eot	themesdesign.in/jobcy-tailwind/layout/assets/fonts/dripicons-v2.eot	(from https://themesdesign.in/jobcy-tailwind/layout/assets/css/icons.css)
17:59:08	40522/40522	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229e4a-6074691e953ec%22	https://themesdesign.in/jobcy-tailwind/layout/assets/fonts/dripicons-v2.eot?	themesdesign.in/jobcy-tailwind/layout/assets/fonts/dripicons-v2d41d.eot	(from https://themesdesign.in/jobcy-tailwind/layout/assets/css/icons.css)
17:59:09	1261792/1261792	---M--	200	added ('OK')	font/ttf	etag:%221340e0-6074691e9ffcc%22	https://themesdesign.in/jobcy-tailwind/layout/assets/fonts/materialdesignicons-webfont.ttf?v=7.1.96	themesdesign.in/jobcy-tailwind/layout/assets/fonts/materialdesignicons-webfont3ba9.ttf	(from https://themesdesign.in/jobcy-tailwind/layout/assets/css/icons.css)
17:59:09	26004/26004	---M--	200	added ('OK')	font/woff	etag:%226594-6074691e9638c%22	https://themesdesign.in/jobcy-tailwind/layout/assets/fonts/dripicons-v2.woff	themesdesign.in/jobcy-tailwind/layout/assets/fonts/dripicons-v2.woff	(from https://themesdesign.in/jobcy-tailwind/layout/assets/css/icons.css)
17:59:10	40348/40348	---M--	200	added ('OK')	font/ttf	etag:%229d9c-6074691e9638c%22	https://themesdesign.in/jobcy-tailwind/layout/assets/fonts/dripicons-v2.ttf	themesdesign.in/jobcy-tailwind/layout/assets/fonts/dripicons-v2.ttf	(from https://themesdesign.in/jobcy-tailwind/layout/assets/css/icons.css)
17:59:12	99368/99368	---M--	200	added ('OK')	image/svg+xml	etag:%2218428-6074691e9638c%22	https://themesdesign.in/jobcy-tailwind/layout/assets/fonts/dripicons-v2.svg	themesdesign.in/jobcy-tailwind/layout/assets/fonts/dripicons-v2.svg	(from https://themesdesign.in/jobcy-tailwind/layout/assets/css/icons.css)
17:59:13	405670/405670	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22630a6-6074691e9250c%22	https://themesdesign.in/jobcy-tailwind/layout/assets/fonts/boxicons.eot	themesdesign.in/jobcy-tailwind/layout/assets/fonts/boxicons.eot	(from https://themesdesign.in/jobcy-tailwind/layout/assets/css/icons.css)
17:59:14	115680/115680	---M--	200	added ('OK')	font/woff2	etag:%221c3e0-6074691e953ec%22	https://themesdesign.in/jobcy-tailwind/layout/assets/fonts/boxicons.woff2	themesdesign.in/jobcy-tailwind/layout/assets/fonts/boxicons.woff2	(from https://themesdesign.in/jobcy-tailwind/layout/assets/css/icons.css)
17:59:15	321020/321020	---M--	200	added ('OK')	font/woff	etag:%224e5fc-6074691e953ec%22	https://themesdesign.in/jobcy-tailwind/layout/assets/fonts/boxicons.woff	themesdesign.in/jobcy-tailwind/layout/assets/fonts/boxicons.woff	(from https://themesdesign.in/jobcy-tailwind/layout/assets/css/icons.css)
17:59:16	320944/320944	---M--	200	added ('OK')	font/ttf	etag:%224e5b0-6074691e953ec%22	https://themesdesign.in/jobcy-tailwind/layout/assets/fonts/boxicons.ttf	themesdesign.in/jobcy-tailwind/layout/assets/fonts/boxicons.ttf	(from https://themesdesign.in/jobcy-tailwind/layout/assets/css/icons.css)
17:59:17	1348/1348	---M--	200	added ('OK')	image/svg+xml	etag:%22544-6074691ea4dec%22	https://themesdesign.in/jobcy-tailwind/layout/assets/images/bg-counter.svg	themesdesign.in/jobcy-tailwind/layout/assets/images/bg-counter.svg	(from https://themesdesign.in/jobcy-tailwind/layout/assets/css/tailwind.css)
17:59:18	1242122/1242122	---M--	200	added ('OK')	image/svg+xml	etag:%2212f40a-6074691e953ec%22	https://themesdesign.in/jobcy-tailwind/layout/assets/fonts/boxicons.svg?	themesdesign.in/jobcy-tailwind/layout/assets/fonts/boxiconsd41d.svg	(from https://themesdesign.in/jobcy-tailwind/layout/assets/css/icons.css)
17:59:18	45625/45625	---M--	200	added ('OK')	image/png	etag:%22b239-6074691ea7ccc%22	https://themesdesign.in/jobcy-tailwind/layout/assets/images/home/img-01.png	themesdesign.in/jobcy-tailwind/layout/assets/images/home/img-01.png	(from https://themesdesign.in/jobcy-tailwind/layout/assets/css/tailwind.css)
17:59:20	178700/178700	---M--	200	added ('OK')	image/png	etag:%222ba0c-6074691eaabac%22	https://themesdesign.in/jobcy-tailwind/layout/assets/images/home/page-title.png	themesdesign.in/jobcy-tailwind/layout/assets/images/home/page-title.png	(from https://themesdesign.in/jobcy-tailwind/layout/assets/css/tailwind.css)
17:59:21	110893/110893	---M--	200	added ('OK')	image/png	etag:%221b12d-6074691ea4dec%22	https://themesdesign.in/jobcy-tailwind/layout/assets/images/auth/sign-in.png	themesdesign.in/jobcy-tailwind/layout/assets/images/auth/sign-in.png	(from https://themesdesign.in/jobcy-tailwind/layout/sign-in.html)
17:59:21	22414/22414	---M--	200	added ('OK')	image/png	etag:%22578e-6074691ea3e4c%22	https://themesdesign.in/jobcy-tailwind/layout/assets/images/about/shape.png	themesdesign.in/jobcy-tailwind/layout/assets/images/about/shape.png	(from https://themesdesign.in/jobcy-tailwind/layout/manage-jobs.html)
17:59:22	23461/23461	---M--	200	added ('OK')	image/png	etag:%225ba5-6074691ea3e4c%22	https://themesdesign.in/jobcy-tailwind/layout/assets/images/about/shape-dark.png	themesdesign.in/jobcy-tailwind/layout/assets/images/about/shape-dark.png	(from https://themesdesign.in/jobcy-tailwind/layout/manage-jobs.html)
17:59:23	278/278	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jan%202024%2014:59:23%20GMT	https://themesdesign.in/jobcy-tailwind/layout/manage-jobs-post.html	themesdesign.in/jobcy-tailwind/layout/manage-jobs-post.html	(from https://themesdesign.in/jobcy-tailwind/layout/manage-jobs.html)
17:59:24	5465/5465	---M--	200	added ('OK')	image/png	etag:%221559-6074691ea6d2c%22	https://themesdesign.in/jobcy-tailwind/layout/assets/images/featured-job/img-05.png	themesdesign.in/jobcy-tailwind/layout/assets/images/featured-job/img-05.png	(from https://themesdesign.in/jobcy-tailwind/layout/manage-jobs.html)
17:59:25	5008/5008	---M--	200	added ('OK')	image/png	etag:%221390-6074691ea6d2c%22	https://themesdesign.in/jobcy-tailwind/layout/assets/images/featured-job/img-06.png	themesdesign.in/jobcy-tailwind/layout/assets/images/featured-job/img-06.png	(from https://themesdesign.in/jobcy-tailwind/layout/manage-jobs.html)
17:59:26	129/129	---M-Z	200	added ('OK')	application/javascript	etag:%2281-6074691eada8c-gzip%22	https://themesdesign.in/jobcy-tailwind/layout/assets/js/pages/candidate.init.js	themesdesign.in/jobcy-tailwind/layout/assets/js/pages/candidate.init.js	(from https://themesdesign.in/jobcy-tailwind/layout/manage-jobs.html)
17:59:27	11384/11384	---M--	200	added ('OK')	image/jpeg	etag:%222c78-6074691eabb4c%22	https://themesdesign.in/jobcy-tailwind/layout/assets/images/profile.jpg	themesdesign.in/jobcy-tailwind/layout/assets/images/profile.jpg	(from https://themesdesign.in/jobcy-tailwind/layout/profile.html)
17:59:28	278/278	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jan%202024%2014:59:28%20GMT	https://themesdesign.in/jobcy-tailwind/layout/assets/images/dark-logo.png	themesdesign.in/jobcy-tailwind/layout/assets/images/dark-logo.png	(from https://themesdesign.in/jobcy-tailwind/layout/profile.html)
17:59:30	649929/649929	---M--	200	added ('OK')	image/png	etag:%229eac9-6074691ea7ccc%22	https://themesdesign.in/jobcy-tailwind/layout/assets/images/home/img-02.png	themesdesign.in/jobcy-tailwind/layout/assets/images/home/img-02.png	(from https://themesdesign.in/jobcy-tailwind/layout/index-3.html)
17:59:32	897180/897180	---M--	200	added ('OK')	image/png	etag:%22db09c-6074691ea9c0c%22	https://themesdesign.in/jobcy-tailwind/layout/assets/images/home/img-04.png	themesdesign.in/jobcy-tailwind/layout/assets/images/home/img-04.png	(from https://themesdesign.in/jobcy-tailwind/layout/index-3.html)
17:59:32	834204/834204	---M--	200	added ('OK')	image/png	etag:%22cba9c-6074691ea8c6c%22	https://themesdesign.in/jobcy-tailwind/layout/assets/images/home/img-03.png	themesdesign.in/jobcy-tailwind/layout/assets/images/home/img-03.png	(from https://themesdesign.in/jobcy-tailwind/layout/index-3.html)
17:59:33	62799/62799	---M--	200	added ('OK')	image/jpeg	etag:%22f54f-6074691ea2eac%22	https://themesdesign.in/jobcy-tailwind/layout/assets/images/about/img-02.jpg	themesdesign.in/jobcy-tailwind/layout/assets/images/about/img-02.jpg	(from https://themesdesign.in/jobcy-tailwind/layout/about.html)
17:59:33	217857/217857	---M--	200	added ('OK')	image/jpeg	etag:%2235301-6074691ea2eac%22	https://themesdesign.in/jobcy-tailwind/layout/assets/images/about/img-01.jpg	themesdesign.in/jobcy-tailwind/layout/assets/images/about/img-01.jpg	(from https://themesdesign.in/jobcy-tailwind/layout/about.html)
17:59:34	61043/61043	---M--	200	added ('OK')	image/jpeg	etag:%22ee73-6074691ea2eac%22	https://themesdesign.in/jobcy-tailwind/layout/assets/images/about/img-03.jpg	themesdesign.in/jobcy-tailwind/layout/assets/images/about/img-03.jpg	(from https://themesdesign.in/jobcy-tailwind/layout/about.html)
17:59:35	89193/89193	---M--	200	added ('OK')	image/jpeg	etag:%2215c69-6074691ea2eac%22	https://themesdesign.in/jobcy-tailwind/layout/assets/images/about/img-04.jpg	themesdesign.in/jobcy-tailwind/layout/assets/images/about/img-04.jpg	(from https://themesdesign.in/jobcy-tailwind/layout/about.html)
17:59:36	61350/61350	---M--	200	added ('OK')	image/jpeg	etag:%22efa6-6074691ea2eac%22	https://themesdesign.in/jobcy-tailwind/layout/assets/images/about/img-05.jpg	themesdesign.in/jobcy-tailwind/layout/assets/images/about/img-05.jpg	(from https://themesdesign.in/jobcy-tailwind/layout/about.html)
17:59:37	2125/2125	---M-Z	200	added ('OK')	application/javascript	etag:%2284d-6074691eada8c-gzip%22	https://themesdesign.in/jobcy-tailwind/layout/assets/js/pages/counter.init.js	themesdesign.in/jobcy-tailwind/layout/assets/js/pages/counter.init.js	(from https://themesdesign.in/jobcy-tailwind/layout/about.html)
17:59:38	17355/17355	---M--	200	added ('OK')	image/jpeg	etag:%2243cb-6074691eabb4c%22	https://themesdesign.in/jobcy-tailwind/layout/assets/images/user/img-03.jpg	themesdesign.in/jobcy-tailwind/layout/assets/images/user/img-03.jpg	(from https://themesdesign.in/jobcy-tailwind/layout/team.html)
17:59:39	23933/23933	---M--	200	added ('OK')	image/jpeg	etag:%225d7d-6074691eacaec%22	https://themesdesign.in/jobcy-tailwind/layout/assets/images/user/img-08.jpg	themesdesign.in/jobcy-tailwind/layout/assets/images/user/img-08.jpg	(from https://themesdesign.in/jobcy-tailwind/layout/team.html)
17:59:40	17646/17646	---M--	200	added ('OK')	image/jpeg	etag:%2244ee-6074691eacaec%22	https://themesdesign.in/jobcy-tailwind/layout/assets/images/user/img-07.jpg	themesdesign.in/jobcy-tailwind/layout/assets/images/user/img-07.jpg	(from https://themesdesign.in/jobcy-tailwind/layout/team.html)
17:59:41	32460/32460	---M--	200	added ('OK')	image/jpeg	etag:%227ecc-6074691eabb4c%22	https://themesdesign.in/jobcy-tailwind/layout/assets/images/user/img-04.jpg	themesdesign.in/jobcy-tailwind/layout/assets/images/user/img-04.jpg	(from https://themesdesign.in/jobcy-tailwind/layout/team.html)
